id,date,region,latitude,longitude,soil_type,crop_type,month,year,lst_celsius,ndvi,savi,evi,ta_celsius,rh_percent,wind_ms,solar_wm2,vpd_kpa,et0_mm_day,soil_moisture,field_capacity,wilting_point,irrigation_event,cwsi,stress_label
1128,2021-08-13,Gafsa,34.43,8.78,sandy,Olive,8,2021,41.82,0.1238,0.1143,0.2172,35.0,38.22,3.23,757.5,3.473,2.135,0.0864,0.18,0.06,1,0.609,medium
1129,2022-07-28,Bizerte,37.27,9.87,loam,Olive,7,2022,31.29,0.4341,0.3365,0.6254,31.89,51.01,1.88,758.9,2.3145,2.011,0.2991,0.32,0.12,0,0.0107,low
1130,2022-01-08,Gabès,33.88,9.79,sandy,Potato,1,2022,13.43,0.2431,0.2091,0.3936,12.28,68.19,6.09,231.8,0.4543,0.673,0.1347,0.18,0.06,0,0.271,mild
1131,2021-02-20,Sfax,34.74,10.76,sandy-loam,Olive,2,2021,15.19,0.2106,0.1846,0.3484,15.93,84.5,1.45,356.9,0.2806,0.936,0.2401,0.28,0.1,0,0.0,low
1132,2021-06-18,Sfax,34.74,10.76,sandy-loam,Citrus,6,2021,34.08,0.2355,0.2034,0.3832,31.52,49.71,1.73,803.9,2.3273,2.055,0.205,0.28,0.1,0,0.3317,mild
1133,2021-01-26,Gabès,33.88,9.79,sandy,Tomato,1,2021,14.27,0.255,0.2179,0.4098,12.03,72.86,1.58,220.4,0.3814,0.651,0.1255,0.18,0.06,0,0.3895,mild
1134,2021-09-15,Kairouan,35.67,10.1,clay-loam,Barley,9,2021,33.49,0.1755,0.157,0.2971,31.5,56.68,1.42,644.4,2.0019,1.839,0.2649,0.36,0.18,0,0.2702,mild
1135,2023-08-28,Bizerte,37.27,9.87,loam,Barley,8,2023,32.82,0.2111,0.185,0.3491,29.53,49.55,2.49,719.7,2.0838,1.866,0.245,0.32,0.12,0,0.4609,mild
1136,2023-12-27,Sidi Bouzid,35.04,9.48,sandy-loam,Barley,12,2023,18.32,0.1577,0.1426,0.2703,16.27,73.63,4.65,232.2,0.4877,0.763,0.1753,0.28,0.1,0,0.3373,mild
1137,2022-01-28,Gafsa,34.43,8.78,sandy,Barley,1,2022,16.14,0.3746,0.2996,0.5589,16.52,82.06,0.83,243.5,0.3372,0.787,0.1686,0.18,0.06,0,0.088,low
1138,2022-06-14,Sfax,34.74,10.76,sandy-loam,Potato,6,2022,30.92,0.2693,0.2282,0.4288,28.69,54.61,4.67,747.8,1.786,1.868,0.2165,0.28,0.1,0,0.3178,mild
1139,2023-12-19,Bizerte,37.27,9.87,loam,Barley,12,2023,16.9,0.0994,0.0932,0.1775,14.12,65.0,5.86,185.4,0.5639,0.639,0.1723,0.32,0.12,1,0.5299,medium
1140,2022-07-08,Bizerte,37.27,9.87,loam,Olive,7,2022,31.67,0.294,0.2457,0.4608,29.48,39.01,4.73,803.7,2.5117,1.97,0.2373,0.32,0.12,0,0.2794,mild
1141,2021-03-08,Kairouan,35.67,10.1,clay-loam,Olive,3,2021,21.75,0.1203,0.1113,0.2116,18.04,62.35,0.61,453.5,0.7789,1.121,0.2531,0.36,0.18,0,0.5581,medium
1142,2021-11-05,Béja,36.73,9.18,loam,Tomato,11,2021,15.85,0.395,0.3125,0.5823,15.98,84.87,2.79,279.9,0.2748,0.83,0.2882,0.32,0.12,0,0.1163,low
1143,2023-02-19,Béja,36.73,9.18,loam,Wheat,2,2023,20.51,0.0372,0.0363,0.0695,15.67,60.44,4.69,295.5,0.7043,0.845,0.1425,0.32,0.12,1,0.7177,medium
1144,2021-09-13,Nabeul,36.45,10.73,sandy,Barley,9,2021,35.69,0.0757,0.072,0.1375,28.69,42.74,4.7,538.5,2.2525,1.585,0.0815,0.18,0.06,0,0.7684,high
1145,2023-08-06,Nabeul,36.45,10.73,sandy,Pepper,8,2023,37.3,0.1752,0.1568,0.2967,31.91,42.97,4.22,659.9,2.6981,1.876,0.0877,0.18,0.06,1,0.5851,medium
1146,2021-02-23,Kairouan,35.67,10.1,clay-loam,Tomato,2,2021,15.13,0.1451,0.1322,0.2508,11.56,65.0,2.15,346.1,0.4768,0.803,0.234,0.36,0.18,1,0.5423,medium
1147,2021-07-14,Kairouan,35.67,10.1,clay-loam,Tomato,7,2021,38.51,0.3349,0.2736,0.5118,34.37,41.11,4.71,765.9,3.1979,2.122,0.2521,0.36,0.18,0,0.4123,mild
1148,2023-10-12,Sfax,34.74,10.76,sandy-loam,Wheat,10,2023,31.69,0.0736,0.0701,0.1339,27.57,51.96,1.84,446.8,1.7703,1.409,0.1233,0.28,0.1,1,0.4935,medium
1149,2021-02-12,Sidi Bouzid,35.04,9.48,sandy-loam,Wheat,2,2021,15.39,0.2217,0.1931,0.3641,16.59,74.97,3.47,345.4,0.4725,0.939,0.2121,0.28,0.1,0,0.0,low
1150,2023-05-19,Bizerte,37.27,9.87,loam,Citrus,5,2023,27.8,0.237,0.2045,0.3852,25.4,60.89,3.72,689.5,1.2684,1.667,0.257,0.32,0.12,0,0.3873,mild
1151,2022-06-27,Gafsa,34.43,8.78,sandy,Barley,6,2022,32.37,0.1902,0.1687,0.3189,28.22,45.26,6.2,843.1,2.0963,1.964,0.1215,0.18,0.06,0,0.4511,mild
1152,2021-12-15,Gafsa,34.43,8.78,sandy,Barley,12,2021,19.21,0.1645,0.1482,0.2806,17.56,80.0,4.38,172.8,0.4015,0.683,0.1106,0.18,0.06,0,0.324,mild
1153,2022-12-28,Gafsa,34.43,8.78,sandy,Citrus,12,2022,16.41,0.1083,0.101,0.1922,13.07,56.67,3.99,175.6,0.6521,0.601,0.0825,0.18,0.06,1,0.5174,medium
1154,2022-12-12,Sidi Bouzid,35.04,9.48,sandy-loam,Barley,12,2022,17.25,0.0777,0.0738,0.1408,12.41,65.0,1.92,186.7,0.5044,0.607,0.1484,0.28,0.1,1,0.6593,medium
1155,2021-11-11,Kairouan,35.67,10.1,clay-loam,Wheat,11,2021,19.23,0.1824,0.1625,0.3074,17.29,69.73,4.54,246.2,0.5977,0.809,0.2606,0.36,0.18,0,0.3159,mild
1156,2023-10-17,Sfax,34.74,10.76,sandy-loam,Tomato,10,2023,29.02,0.0988,0.0926,0.1764,23.12,51.81,1.44,489.5,1.3636,1.33,0.1482,0.28,0.1,1,0.734,medium
1157,2022-12-10,Béja,36.73,9.18,loam,Olive,12,2022,15.42,0.1669,0.1501,0.2842,14.63,71.37,2.06,174.9,0.4766,0.63,0.2369,0.32,0.12,0,0.2446,mild
1158,2023-06-09,Gabès,33.88,9.79,sandy,Tomato,6,2023,37.6,0.4123,0.3233,0.6017,33.59,49.23,2.13,676.5,2.6388,1.964,0.1399,0.18,0.06,0,0.3982,mild
1159,2021-05-11,Béja,36.73,9.18,loam,Wheat,5,2021,29.24,0.1391,0.1272,0.2414,24.87,53.39,5.4,693.0,1.4648,1.65,0.1549,0.32,0.12,1,0.6164,medium
1160,2022-03-08,Sidi Bouzid,35.04,9.48,sandy-loam,Wheat,3,2022,18.28,0.3528,0.2855,0.5333,15.71,58.01,1.47,456.3,0.7496,1.052,0.1942,0.28,0.1,0,0.3843,mild
1161,2022-12-03,Gabès,33.88,9.79,sandy,Barley,12,2022,26.7,0.01,0.0099,0.0191,19.07,50.0,5.0,217.6,1.1036,0.799,0.0598,0.18,0.06,1,0.9125,extreme
1162,2021-04-17,Kairouan,35.67,10.1,clay-loam,Tomato,4,2021,26.65,0.1692,0.152,0.2878,23.08,58.91,0.71,515.3,1.1602,1.364,0.2471,0.36,0.18,0,0.4806,mild
1163,2022-06-12,Sfax,34.74,10.76,sandy-loam,Barley,6,2022,43.99,0.0288,0.0283,0.0542,33.17,33.62,2.81,686.4,3.3711,1.962,0.1106,0.28,0.1,1,0.922,extreme
1164,2021-03-01,Béja,36.73,9.18,loam,Tomato,3,2021,17.37,0.1999,0.1763,0.3329,15.52,66.82,2.11,351.0,0.585,0.917,0.203,0.32,0.12,0,0.4083,mild
1165,2021-10-02,Kairouan,35.67,10.1,clay-loam,Citrus,10,2021,19.82,0.3593,0.2897,0.5411,20.62,73.47,4.67,377.4,0.6447,1.097,0.3411,0.36,0.18,0,0.0449,low
1166,2022-07-17,Nabeul,36.45,10.73,sandy,Wheat,7,2022,36.39,0.2003,0.1766,0.3335,32.96,44.21,1.15,772.7,2.7998,2.073,0.1309,0.18,0.06,0,0.4029,mild
1167,2021-08-06,Gafsa,34.43,8.78,sandy,Potato,8,2021,43.78,0.085,0.0804,0.1533,35.78,35.16,1.2,812.0,3.8059,2.244,0.0934,0.18,0.06,0,0.6509,medium
1168,2023-10-21,Nabeul,36.45,10.73,sandy,Pepper,10,2023,22.65,0.3311,0.2711,0.5072,22.13,78.79,2.3,464.7,0.565,1.265,0.1554,0.18,0.06,0,0.2092,low
1169,2022-05-12,Kairouan,35.67,10.1,clay-loam,Barley,5,2022,23.44,0.2278,0.1976,0.3725,20.26,56.85,5.04,596.4,1.0256,1.366,0.2408,0.36,0.18,1,0.4641,mild
1170,2022-08-23,Sfax,34.74,10.76,sandy-loam,Citrus,8,2022,38.16,0.1289,0.1186,0.2253,32.45,33.19,4.02,757.6,3.2591,2.032,0.1568,0.28,0.1,1,0.5316,medium
1171,2022-11-02,Sfax,34.74,10.76,sandy-loam,Wheat,11,2022,23.86,0.1052,0.0982,0.187,18.09,60.68,3.41,242.4,0.8162,0.821,0.1509,0.28,0.1,1,0.7273,medium
1172,2021-11-02,Sfax,34.74,10.76,sandy-loam,Olive,11,2021,22.64,0.0439,0.0426,0.0815,14.59,48.77,1.56,279.9,0.851,0.796,0.1391,0.28,0.1,0,0.9963,extreme
1173,2022-09-20,Sfax,34.74,10.76,sandy-loam,Wheat,9,2022,34.54,0.01,0.0099,0.0191,26.49,27.23,2.9,584.3,2.5183,1.573,0.1109,0.28,0.1,0,0.7726,high
1174,2023-05-04,Gabès,33.88,9.79,sandy,Citrus,5,2023,30.18,0.1912,0.1695,0.3203,27.56,52.93,5.43,548.9,1.7344,1.562,0.1192,0.18,0.06,0,0.3375,mild
1175,2022-07-03,Béja,36.73,9.18,loam,Olive,7,2022,29.65,0.19,0.1685,0.3186,27.65,41.06,2.3,888.8,2.1834,1.991,0.1969,0.32,0.12,0,0.3158,mild
1176,2021-06-02,Nabeul,36.45,10.73,sandy,Tomato,6,2021,31.94,0.6635,0.4598,0.8444,31.5,65.13,5.5,638.2,1.6112,1.83,0.1688,0.18,0.06,0,0.1656,low
1177,2023-09-19,Gabès,33.88,9.79,sandy,Citrus,9,2023,30.44,0.1798,0.1605,0.3036,26.65,51.52,3.84,530.8,1.6939,1.505,0.1263,0.18,0.06,0,0.4867,mild
1178,2021-02-17,Sfax,34.74,10.76,sandy-loam,Olive,2,2021,16.07,0.0699,0.0667,0.1274,12.41,62.38,5.27,299.2,0.542,0.768,0.1555,0.28,0.1,1,0.5738,medium
1179,2021-07-15,Gabès,33.88,9.79,sandy,Citrus,7,2021,36.48,0.2438,0.2096,0.3945,32.1,45.45,2.88,667.8,2.6088,1.895,0.1256,0.18,0.06,0,0.4413,mild
1180,2022-04-28,Sfax,34.74,10.76,sandy-loam,Olive,4,2022,18.94,0.1906,0.169,0.3195,18.29,77.71,3.9,550.8,0.4683,1.244,0.2074,0.28,0.1,0,0.2212,low
1181,2022-07-25,Kairouan,35.67,10.1,clay-loam,Olive,7,2022,36.6,0.1691,0.1519,0.2876,31.11,42.25,4.39,776.5,2.6109,2.003,0.2435,0.36,0.18,0,0.5869,medium
1182,2022-01-09,Gafsa,34.43,8.78,sandy,Wheat,1,2022,12.71,0.3355,0.274,0.5125,12.62,84.65,2.95,219.2,0.2242,0.662,0.1671,0.18,0.06,0,0.159,low
1183,2022-02-15,Gabès,33.88,9.79,sandy,Wheat,2,2022,19.36,0.3868,0.3073,0.5729,19.75,79.75,1.71,313.0,0.4663,0.976,0.18,0.18,0.06,0,0.0414,low
1184,2022-03-03,Sfax,34.74,10.76,sandy-loam,Wheat,3,2022,16.33,0.3447,0.2801,0.5236,14.66,68.65,5.77,480.5,0.523,1.045,0.2109,0.28,0.1,0,0.3117,mild
1185,2021-04-24,Gabès,33.88,9.79,sandy,Wheat,4,2021,22.75,0.3628,0.292,0.5451,20.25,57.87,5.45,525.9,1.0004,1.282,0.1209,0.18,0.06,0,0.3842,mild
1186,2022-05-25,Sfax,34.74,10.76,sandy-loam,Pepper,5,2022,32.02,0.1404,0.1283,0.2435,25.52,45.13,3.39,603.3,1.7929,1.564,0.1714,0.28,0.1,0,0.6965,medium
1187,2021-12-03,Sidi Bouzid,35.04,9.48,sandy-loam,Tomato,12,2021,17.39,0.1197,0.1108,0.2106,12.45,59.64,1.32,213.8,0.5832,0.65,0.1502,0.28,0.1,1,0.7235,medium
1188,2021-09-20,Sidi Bouzid,35.04,9.48,sandy-loam,Pepper,9,2021,32.97,0.2795,0.2355,0.4421,32.5,72.1,1.85,524.1,1.3645,1.692,0.2082,0.28,0.1,0,0.1655,low
1189,2023-02-24,Nabeul,36.45,10.73,sandy,Citrus,2,2023,22.03,0.1499,0.1362,0.2583,17.18,57.06,4.84,284.6,0.8414,0.867,0.0794,0.18,0.06,0,0.7031,medium
1190,2021-02-14,Gabès,33.88,9.79,sandy,Barley,2,2021,23.42,0.1576,0.1425,0.2701,18.47,53.54,3.73,367.8,0.9875,1.022,0.1075,0.18,0.06,0,0.6421,medium
1191,2023-01-25,Bizerte,37.27,9.87,loam,Pepper,1,2023,16.04,0.1728,0.1549,0.2932,13.78,74.92,4.43,202.1,0.3954,0.66,0.2055,0.32,0.12,0,0.4061,mild
1192,2021-12-14,Gafsa,34.43,8.78,sandy,Tomato,12,2021,14.34,0.296,0.247,0.4633,15.55,82.33,1.14,201.3,0.3122,0.695,0.1347,0.18,0.06,0,0.0,low
1193,2023-02-23,Sfax,34.74,10.76,sandy-loam,Tomato,2,2023,16.34,0.2104,0.1844,0.348,14.08,66.05,3.2,325.2,0.5456,0.845,0.1852,0.28,0.1,0,0.3486,mild
1194,2022-11-26,Bizerte,37.27,9.87,loam,Olive,11,2022,19.85,0.2028,0.1785,0.3371,19.76,85.48,1.66,263.7,0.3345,0.896,0.277,0.32,0.12,0,0.1477,low
1195,2023-11-14,Sfax,34.74,10.76,sandy-loam,Potato,11,2023,23.88,0.1969,0.1739,0.3286,20.72,71.19,1.36,244.3,0.7045,0.885,0.1829,0.28,0.1,0,0.4775,mild
1196,2023-11-13,Gabès,33.88,9.79,sandy,Wheat,11,2023,25.87,0.1515,0.1375,0.2607,23.29,77.68,3.63,253.4,0.6381,0.961,0.1014,0.18,0.06,1,0.3923,mild
1197,2023-05-03,Sfax,34.74,10.76,sandy-loam,Pepper,5,2023,32.01,0.1235,0.114,0.2167,26.37,48.87,2.34,710.8,1.7562,1.73,0.1476,0.28,0.1,1,0.607,medium
1198,2021-05-22,Sfax,34.74,10.76,sandy-loam,Barley,5,2021,21.72,0.6019,0.4293,0.7907,21.04,70.88,1.64,768.6,0.726,1.582,0.2666,0.28,0.1,0,0.169,low
1199,2022-09-02,Kairouan,35.67,10.1,clay-loam,Wheat,9,2022,33.5,0.1147,0.1065,0.2026,27.45,41.57,4.59,546.2,2.1392,1.554,0.241,0.36,0.18,1,0.6607,medium
1200,2022-12-14,Sidi Bouzid,35.04,9.48,sandy-loam,Olive,12,2022,24.04,0.0292,0.0286,0.0548,16.5,50.0,2.26,174.6,0.9386,0.666,0.1082,0.28,0.1,1,0.9112,extreme
1201,2023-10-24,Sfax,34.74,10.76,sandy-loam,Olive,10,2023,27.1,0.045,0.0437,0.0837,22.85,47.73,4.02,543.5,1.4553,1.393,0.1379,0.28,0.1,0,0.5001,medium
1202,2023-03-24,Sfax,34.74,10.76,sandy-loam,Wheat,3,2023,16.81,0.5254,0.3889,0.7191,16.47,78.06,5.56,466.2,0.4111,1.087,0.2472,0.28,0.1,0,0.1475,low
1203,2022-02-14,Sidi Bouzid,35.04,9.48,sandy-loam,Olive,2,2022,19.51,0.0855,0.0808,0.1542,16.12,52.08,3.18,233.1,0.8778,0.761,0.163,0.28,0.1,0,0.4978,medium
1204,2023-02-11,Sfax,34.74,10.76,sandy-loam,Wheat,2,2023,20.67,0.0868,0.082,0.1563,16.22,54.05,2.19,304.1,0.8472,0.872,0.143,0.28,0.1,1,0.6255,medium
1205,2022-03-23,Sfax,34.74,10.76,sandy-loam,Tomato,3,2022,15.55,0.3888,0.3086,0.5752,16.26,78.13,4.15,475.1,0.4044,1.091,0.2486,0.28,0.1,0,0.0116,low
1206,2023-06-24,Gafsa,34.43,8.78,sandy,Olive,6,2023,33.29,0.1402,0.1281,0.2432,26.65,40.56,4.54,854.4,2.0758,1.909,0.0996,0.18,0.06,1,0.6925,medium
1207,2023-06-26,Sfax,34.74,10.76,sandy-loam,Tomato,6,2023,41.4,0.1385,0.1267,0.2406,32.12,25.3,4.43,671.5,3.5766,1.901,0.1363,0.28,0.1,0,0.7746,high
1208,2022-06-24,Bizerte,37.27,9.87,loam,Wheat,6,2022,27.51,0.4143,0.3245,0.6039,27.13,56.98,3.0,900.7,1.5456,1.981,0.32,0.32,0.12,0,0.1691,low
1209,2023-07-01,Sidi Bouzid,35.04,9.48,sandy-loam,Wheat,7,2023,34.29,0.3018,0.2511,0.4707,33.36,48.37,2.48,772.0,2.6504,2.089,0.2305,0.28,0.1,0,0.1837,low
1210,2023-07-22,Sfax,34.74,10.76,sandy-loam,Barley,7,2023,34.79,0.1049,0.098,0.1866,29.3,27.44,4.19,848.3,2.9581,2.016,0.1451,0.28,0.1,0,0.5115,medium
1211,2022-06-23,Nabeul,36.45,10.73,sandy,Potato,6,2022,31.89,0.3123,0.2583,0.4839,31.54,61.4,5.07,783.5,1.7885,2.03,0.1605,0.18,0.06,0,0.1302,low
1212,2022-04-19,Gabès,33.88,9.79,sandy,Citrus,4,2022,23.87,0.1207,0.1116,0.2122,19.54,59.07,4.61,447.8,0.9301,1.161,0.1008,0.18,0.06,1,0.5587,medium
1213,2022-01-15,Sfax,34.74,10.76,sandy-loam,Wheat,1,2022,14.73,0.3689,0.2959,0.5523,15.13,90.73,4.41,241.0,0.1594,0.751,0.2663,0.28,0.1,0,0.063,low
1214,2023-09-11,Sfax,34.74,10.76,sandy-loam,Pepper,9,2023,38.23,0.1712,0.1536,0.2907,31.12,49.61,4.56,648.6,2.2796,1.831,0.1646,0.28,0.1,0,0.7291,medium
1215,2021-05-22,Gafsa,34.43,8.78,sandy,Olive,5,2021,34.02,0.0262,0.0257,0.0494,25.36,44.23,1.91,668.9,1.8046,1.64,0.0739,0.18,0.06,0,0.921,extreme
1216,2023-12-23,Kairouan,35.67,10.1,clay-loam,Olive,12,2023,16.84,0.107,0.0998,0.19,11.99,61.16,5.43,200.0,0.5444,0.619,0.2545,0.36,0.18,0,0.7256,medium
1217,2021-12-11,Sfax,34.74,10.76,sandy-loam,Potato,12,2021,17.32,0.0608,0.0584,0.1116,13.19,65.0,2.04,188.6,0.5307,0.625,0.1326,0.28,0.1,1,0.5586,medium
1218,2022-07-04,Kairouan,35.67,10.1,clay-loam,Wheat,7,2022,31.87,0.2031,0.1788,0.3376,29.2,38.81,5.74,933.4,2.4797,2.11,0.2756,0.36,0.18,0,0.3152,mild
1219,2022-06-01,Kairouan,35.67,10.1,clay-loam,Barley,6,2022,32.04,0.1219,0.1127,0.2142,29.43,47.42,1.53,884.7,2.1592,2.064,0.2413,0.36,0.18,0,0.311,mild
1220,2022-04-23,Kairouan,35.67,10.1,clay-loam,Barley,4,2022,26.31,0.01,0.0099,0.0191,18.58,50.0,3.2,609.0,1.07,1.319,0.1848,0.36,0.18,0,0.943,extreme
1221,2021-12-22,Béja,36.73,9.18,loam,Barley,12,2021,21.6,0.0671,0.0642,0.1226,16.66,50.0,5.37,216.4,0.9484,0.745,0.157,0.32,0.12,0,0.7644,high
1222,2023-01-07,Kairouan,35.67,10.1,clay-loam,Wheat,1,2023,18.2,0.2367,0.2043,0.3848,15.56,69.12,3.84,234.9,0.546,0.751,0.2852,0.36,0.18,0,0.4666,mild
1223,2021-11-20,Nabeul,36.45,10.73,sandy,Barley,11,2021,15.67,0.1901,0.1686,0.3187,14.87,70.12,1.72,264.3,0.5053,0.78,0.1222,0.18,0.06,0,0.2512,mild
1224,2021-09-15,Nabeul,36.45,10.73,sandy,Pepper,9,2021,37.95,0.0542,0.0523,0.1,31.72,51.72,0.69,546.5,2.2598,1.701,0.0761,0.18,0.06,1,0.7043,medium
1225,2021-08-14,Gabès,33.88,9.79,sandy,Tomato,8,2021,42.9,0.2251,0.1956,0.3688,36.39,43.02,4.07,746.9,3.4584,2.176,0.0978,0.18,0.06,1,0.5568,medium
1226,2023-12-23,Béja,36.73,9.18,loam,Citrus,12,2023,12.28,0.3061,0.2541,0.4761,11.1,80.0,3.21,160.3,0.2643,0.538,0.2128,0.32,0.12,0,0.2864,mild
1227,2023-02-23,Béja,36.73,9.18,loam,Potato,2,2023,18.81,0.0802,0.0761,0.1452,14.88,63.89,2.66,266.2,0.611,0.783,0.1395,0.32,0.12,0,0.6637,medium
1228,2021-06-21,Bizerte,37.27,9.87,loam,Citrus,6,2021,26.02,0.1609,0.1452,0.2751,23.99,52.39,1.36,691.6,1.4193,1.615,0.2247,0.32,0.12,0,0.3141,mild
1229,2021-09-15,Sfax,34.74,10.76,sandy-loam,Wheat,9,2021,39.53,0.0635,0.0608,0.1163,32.36,47.41,0.51,665.3,2.5519,1.901,0.1273,0.28,0.1,1,0.7014,medium
1230,2021-08-23,Béja,36.73,9.18,loam,Barley,8,2021,33.1,0.2269,0.197,0.3713,32.07,48.58,0.73,848.8,2.4542,2.135,0.2422,0.32,0.12,0,0.2237,low
1231,2023-03-22,Sfax,34.74,10.76,sandy-loam,Barley,3,2023,17.99,0.3933,0.3114,0.5803,15.1,65.55,1.26,496.0,0.5912,1.076,0.2187,0.28,0.1,0,0.4657,mild
1232,2023-12-15,Sfax,34.74,10.76,sandy-loam,Citrus,12,2023,14.64,0.4941,0.3715,0.6881,13.95,77.6,1.24,215.5,0.357,0.685,0.2488,0.28,0.1,0,0.1784,low
1233,2023-04-15,Béja,36.73,9.18,loam,Olive,4,2023,28.33,0.012,0.0119,0.0229,20.88,44.77,4.99,521.8,1.3638,1.299,0.1414,0.32,0.12,1,0.948,extreme
1234,2022-06-17,Sidi Bouzid,35.04,9.48,sandy-loam,Citrus,6,2022,28.79,0.322,0.2649,0.496,29.47,56.27,3.19,746.0,1.8003,1.897,0.2686,0.28,0.1,0,0.0231,low
1235,2021-06-25,Sfax,34.74,10.76,sandy-loam,Tomato,6,2021,35.38,0.218,0.1902,0.3587,28.23,47.31,4.36,879.5,2.0189,2.006,0.1484,0.28,0.1,0,0.7393,medium
1236,2023-04-12,Gabès,33.88,9.79,sandy,Wheat,4,2023,23.04,0.3615,0.2912,0.5436,20.05,67.54,1.81,554.7,0.7615,1.31,0.1244,0.18,0.06,0,0.4101,mild
1237,2022-06-28,Gafsa,34.43,8.78,sandy,Wheat,6,2022,35.11,0.1305,0.12,0.2279,28.12,34.74,5.03,839.5,2.4847,1.955,0.0958,0.18,0.06,1,0.6973,medium
1238,2022-08-04,Kairouan,35.67,10.1,clay-loam,Olive,8,2022,37.87,0.2225,0.1937,0.3651,34.54,50.66,4.5,843.4,2.7049,2.234,0.2648,0.36,0.18,0,0.3523,mild
1239,2022-11-20,Gafsa,34.43,8.78,sandy,Pepper,11,2022,19.67,0.3008,0.2504,0.4695,20.04,75.01,3.02,249.8,0.5859,0.879,0.1483,0.18,0.06,0,0.061,low
1240,2023-12-11,Gafsa,34.43,8.78,sandy,Wheat,12,2023,21.81,0.0342,0.0334,0.0641,15.04,48.63,2.58,224.3,0.878,0.723,0.0779,0.18,0.06,1,0.8207,high
1241,2023-06-14,Kairouan,35.67,10.1,clay-loam,Wheat,6,2023,37.52,0.1021,0.0956,0.182,30.03,35.38,1.44,862.2,2.7464,2.064,0.2304,0.36,0.18,1,0.7254,medium
1242,2021-08-22,Sfax,34.74,10.76,sandy-loam,Olive,8,2021,40.25,0.2399,0.2067,0.3892,36.07,46.36,4.64,637.4,3.1993,1.998,0.195,0.28,0.1,0,0.4014,mild
1243,2021-08-18,Bizerte,37.27,9.87,loam,Pepper,8,2021,39.29,0.1426,0.1302,0.247,33.83,39.02,2.45,723.5,3.2133,2.041,0.1591,0.32,0.12,0,0.5775,medium
1244,2023-09-23,Kairouan,35.67,10.1,clay-loam,Potato,9,2023,30.45,0.2222,0.1934,0.3647,27.82,56.22,5.42,706.9,1.6377,1.782,0.2813,0.36,0.18,0,0.3957,mild
1245,2023-04-27,Sfax,34.74,10.76,sandy-loam,Potato,4,2023,20.66,0.2337,0.2021,0.3807,17.5,69.35,3.76,481.8,0.6131,1.139,0.1701,0.28,0.1,0,0.4518,mild
1246,2023-09-23,Béja,36.73,9.18,loam,Barley,9,2023,31.32,0.2456,0.2109,0.397,29.44,56.41,1.27,560.8,1.7915,1.644,0.2461,0.32,0.12,0,0.2985,mild
1247,2023-11-12,Sfax,34.74,10.76,sandy-loam,Potato,11,2023,21.26,0.3164,0.2611,0.4891,20.59,82.17,2.34,260.8,0.4322,0.911,0.2377,0.28,0.1,0,0.2131,low
1248,2023-12-21,Gabès,33.88,9.79,sandy,Olive,12,2023,21.8,0.0755,0.0718,0.1371,17.86,65.0,2.61,206.2,0.7162,0.753,0.0857,0.18,0.06,1,0.5682,medium
1249,2022-11-02,Béja,36.73,9.18,loam,Barley,11,2022,15.56,0.2348,0.2029,0.3822,13.9,70.87,5.86,322.2,0.4626,0.836,0.2401,0.32,0.12,0,0.3929,mild
1250,2023-05-24,Sfax,34.74,10.76,sandy-loam,Potato,5,2023,27.39,0.3425,0.2787,0.521,24.3,57.55,1.75,697.2,1.29,1.634,0.1856,0.28,0.1,0,0.4112,mild
1251,2022-10-22,Sfax,34.74,10.76,sandy-loam,Citrus,10,2022,35.82,0.075,0.0714,0.1362,28.04,47.13,0.63,483.3,2.003,1.481,0.1293,0.28,0.1,1,0.7933,high
1252,2023-06-14,Nabeul,36.45,10.73,sandy,Olive,6,2023,29.6,0.2599,0.2214,0.4163,28.17,48.13,5.52,660.2,1.9805,1.736,0.126,0.18,0.06,0,0.2464,mild
1253,2023-07-12,Nabeul,36.45,10.73,sandy,Tomato,7,2023,37.54,0.1749,0.1566,0.2963,30.58,40.22,3.25,862.3,2.6219,2.087,0.0875,0.18,0.06,1,0.7274,medium
1254,2022-06-27,Kairouan,35.67,10.1,clay-loam,Pepper,6,2022,38.35,0.1457,0.1327,0.2518,31.42,48.32,4.15,814.4,2.3774,2.064,0.2228,0.36,0.18,1,0.7127,medium
1255,2021-12-06,Kairouan,35.67,10.1,clay-loam,Potato,12,2021,14.46,0.2266,0.1968,0.3709,13.15,73.15,3.31,174.0,0.4061,0.6,0.2724,0.36,0.18,0,0.3049,mild
1256,2021-06-22,Sfax,34.74,10.76,sandy-loam,Potato,6,2021,31.76,0.1276,0.1175,0.2233,27.02,38.92,4.94,729.3,2.1802,1.779,0.165,0.28,0.1,0,0.5064,medium
1257,2023-06-23,Nabeul,36.45,10.73,sandy,Wheat,6,2023,33.5,0.0167,0.0165,0.0316,24.73,35.87,2.28,830.7,1.999,1.801,0.0562,0.18,0.06,1,0.9565,extreme
1258,2021-12-24,Sfax,34.74,10.76,sandy-loam,Tomato,12,2021,15.16,0.2536,0.2168,0.4078,13.08,72.3,2.3,185.5,0.4172,0.618,0.2069,0.28,0.1,0,0.4035,mild
1259,2023-12-07,Kairouan,35.67,10.1,clay-loam,Potato,12,2023,17.18,0.01,0.0099,0.0191,10.4,50.0,1.05,172.3,0.6307,0.544,0.179,0.36,0.18,0,0.9135,extreme
